Year,Week_Number,Absolute Storage Score,Delta Inventory Score
2004,5,1,-1
2004,4,1,1
2004,3,1,1
2004,2,1,1
2004,1,1,1
2003,52,1,1
2003,51,1,-1
2003,50,1,1
2003,49,1,1
2003,48,1,1
2003,47,1,1
2003,46,1,-1
2003,45,1,1
2003,44,1,1
2003,43,1,-1
2003,42,1,1
2003,41,1,-1
2003,40,1,1
2003,39,1,1
2003,38,1,-1
2003,37,1,-1
2003,36,1,1
2003,35,1,-1
2003,34,1,-1
2003,33,1,-1
2003,32,1,-1
2003,31,1,-1
2003,30,1,-1
2003,29,1,-1
2003,28,1,1
2003,27,1,-1
2003,26,1,1
2003,25,1,-1
2003,24,1,-1
2003,23,1,1
2003,22,1,-1
2003,21,1,-1
2003,20,1,-1
2003,19,1,1
2003,18,1,1
2003,17,1,1
2003,16,1,-1
2003,15,1,-1
2003,14,1,1
2003,13,1,-1
2003,12,1,-1
2003,11,1,1
2003,10,1,1
2003,9,1,1
2003,8,1,1
2003,7,1,1
2003,6,1,1
2003,5,1,1
2003,4,1,1
2003,3,1,1
2003,2,1,1
2003,1,1,-1
2002,52,1,1
2002,51,1,-1
2002,50,1,1
2002,49,1,-1
2002,48,1,-1
2002,47,1,1
2002,46,1,-1
2002,45,1,1
2002,44,1,1
2002,43,1,1
2002,42,1,-1
2002,41,1,-1
2002,40,1,1
2002,39,1,1
2002,38,1,1
2002,37,1,1
2002,36,1,1
2002,35,1,1
2002,34,1,-1
2002,33,1,-1
2002,32,1,1
2002,31,1,1
2002,30,1,-1
2002,29,1,1
2002,28,1,1
2002,27,1,1
2002,26,1,-1
2002,25,1,-1
2002,24,1,-1
2002,23,1,1
2002,22,1,-1
2002,21,1,-1
2002,20,1,-1
2002,19,1,1
2002,18,1,1
2002,17,1,-1
2002,16,1,-1
2002,15,1,1
2002,14,1,1
2002,13,1,-1
2002,12,1,1
2002,11,1,-1
2002,10,1,1
2002,9,1,1
2002,8,1,1
2002,7,1,1
2002,6,1,1
2002,5,1,-1
2002,4,1,1
2002,3,1,-1
2002,2,1,-1
2002,1,1,-1
2001,52,1,1
2001,51,1,-1
2001,50,1,-1
2001,49,1,1
2001,48,1,-1
2001,47,1,1
2001,46,1,1
2001,45,1,1
2001,44,1,1
2001,43,1,1
2001,42,1,1
2001,41,1,1
2001,40,1,1
2001,39,1,1
2001,38,1,-1
2001,37,1,-1
2001,36,1,-1
2001,35,1,1
2001,34,1,-1
2001,33,1,1
2001,32,1,1
2001,31,1,1
2001,30,1,-1
2001,29,1,-1
2001,28,1,-1
2001,27,1,-1
2001,26,1,1
2001,25,1,-1
2001,24,1,-1
2001,23,1,1
2001,22,1,-1
2001,21,1,1
2001,20,1,-1
2001,19,1,-1
2001,18,1,1
2001,17,1,-1
2001,16,1,1
2001,15,1,-1
2001,14,1,-1
2001,13,1,-1
2001,12,1,-1
2001,11,1,-1
2001,10,1,-1
2001,9,1,1
2001,8,1,1
2001,7,1,1
2001,6,1,1
2001,5,1,-1
2001,4,1,1
2001,3,1,1
2001,2,1,1
2001,1,1,1
2000,52,1,1
2000,51,1,-1
2000,50,1,-1
2000,49,1,1
2000,48,1,-1
2000,47,1,-1
2000,46,1,-1
2000,45,1,1
2000,44,1,1
2000,43,1,1
2000,42,1,1
2000,41,1,1
2000,40,1,1
2000,39,1,1
2000,38,1,1
2000,37,1,1
2000,36,1,1
2000,35,1,-1
2000,34,1,-1
2000,33,1,1
2000,32,1,-1
2000,31,1,1
2000,30,1,1
2000,29,1,-1
2000,28,1,1
2000,27,1,-1
2000,26,1,1
2000,25,1,-1
2000,24,1,1
2000,23,1,1
2000,22,1,1
2000,21,1,1
2000,20,1,-1
2000,19,1,1
2000,18,1,-1
2000,17,1,1
2000,16,1,-1
2000,15,1,-1
2000,14,1,1
2000,13,1,-1
2000,12,1,1
2000,11,1,1
2000,10,1,1
2000,9,1,1
2000,8,1,1
2000,7,1,1
2000,6,1,1
2000,5,1,-1
2000,4,1,1
2000,3,1,1
2000,2,1,1
2000,1,1,1
1999,52,1,-1
1999,51,1,-1
1999,50,1,-1
1999,49,1,1
1999,48,1,-1
1999,47,1,1
1999,46,1,1
1999,45,1,1
1999,44,1,1
1999,43,1,-1
1999,42,1,1
1999,41,1,-1
1999,40,1,1
1999,39,1,1
1999,38,1,1
1999,37,1,-1
1999,36,1,1
1999,35,1,1
1999,34,1,-1
1999,33,1,1
1999,32,1,1
1999,31,1,1
1999,30,1,1
1999,29,1,1
1999,28,1,1
1999,27,1,-1
1999,26,1,1
1999,25,1,-1
1999,24,1,1
1999,23,1,-1
1999,22,1,-1
1999,21,1,-1
1999,20,1,1
1999,19,1,1
1999,18,1,1
1999,17,1,1
1999,16,1,1
1999,15,1,1
1999,14,1,1
1999,13,1,1
1999,12,1,-1
1999,11,1,-1
1999,10,1,-1
1999,9,1,1
1999,8,1,1
1999,7,1,1
1999,6,1,1
1999,5,1,1
1999,4,1,1
1999,3,1,-1
1999,2,1,-1
1999,1,1,1
1998,52,1,1
1998,51,1,-1
1998,50,1,-1
1998,49,1,1
1998,48,1,1
1998,47,1,-1
1998,46,1,1
1998,45,1,1
1998,44,1,1
1998,43,1,-1
1998,42,1,-1
1998,41,1,-1
1998,40,1,1
1998,39,1,-1
1998,38,1,1
1998,37,1,1
1998,36,1,1
1998,35,1,-1
1998,34,1,1
1998,33,1,-1
1998,32,1,-1
1998,31,1,1
1998,30,1,-1
1998,29,1,-1
1998,28,1,1
1998,27,1,-1
1998,26,1,-1
1998,25,1,-1
1998,24,1,-1
1998,23,1,1
1998,22,1,1
1998,21,1,1
1998,20,1,-1
1998,19,1,1
1998,18,1,-1
1998,17,1,1
1998,16,1,-1
1998,15,1,-1
1998,14,1,1
1998,13,1,-1
1998,12,1,-1
1998,11,1,1
1998,10,1,1
1998,9,1,1
1998,8,1,1
1998,7,1,1
1998,6,1,1
1998,5,1,1
1998,4,1,-1
1998,3,1,-1
1998,2,1,1
1998,1,1,1
1997,52,1,1
1997,51,1,1
1997,50,1,-1
1997,49,1,1
1997,48,1,-1
1997,47,1,-1
1997,46,1,-1
1997,45,1,1
1997,44,1,1
1997,43,1,-1
1997,42,1,1
1997,41,1,1
1997,40,1,1
1997,39,1,1
1997,38,1,1
1997,37,1,-1
1997,36,1,1
1997,35,1,-1
1997,34,1,1
1997,33,1,-1
1997,32,1,-1
1997,31,1,1
1997,30,1,1
1997,29,1,-1
1997,28,1,1
1997,27,1,-1
1997,26,1,1
1997,25,1,-1
1997,24,1,-1
1997,23,1,1
1997,22,1,-1
1997,21,1,-1
1997,20,1,1
1997,19,1,-1
1997,18,1,1
1997,17,1,-1
1997,16,1,-1
1997,15,1,-1
1997,14,1,1
1997,13,1,-1
1997,12,1,1
1997,11,1,1
1997,10,1,-1
1997,9,1,1
1997,8,1,1
1997,7,1,-1
1997,6,1,1
1997,5,1,-1
1997,4,1,1
1997,3,1,1
1997,2,1,-1
1997,1,1,1
1996,52,1,1
1996,51,1,1
1996,50,1,1
1996,49,1,1
1996,48,1,-1
1996,47,1,1
1996,46,1,1
1996,45,1,1
1996,44,1,-1
1996,43,1,1
1996,42,1,-1
1996,41,1,1
1996,40,1,1
1996,39,1,1
1996,38,1,1
1996,37,1,1
1996,36,1,1
1996,35,1,1
1996,34,1,-1
1996,33,1,-1
1996,32,1,-1
1996,31,1,1
1996,30,1,-1
1996,29,1,1
1996,28,1,1
1996,27,1,-1
1996,26,1,-1
1996,25,1,-1
1996,24,1,1
1996,23,1,1
1996,22,1,-1
1996,21,1,-1
1996,20,1,1
1996,19,1,1
1996,18,1,-1
1996,17,1,1
1996,16,1,1
1996,15,1,-1
1996,14,1,1
1996,13,1,1
1996,12,1,1
1996,11,1,1
1996,10,1,-1
1996,9,1,1
1996,8,1,1
1996,7,1,1
1996,6,1,1
1996,5,1,1
1996,4,1,1
1996,3,1,-1
1996,2,1,-1
1996,1,1,-1
1995,52,1,1
1995,51,1,1
1995,50,1,-1
1995,49,1,1
1995,48,1,-1
1995,47,1,-1
1995,46,1,-1
1995,45,1,1
1995,44,1,1
1995,43,1,1
1995,42,1,1
1995,41,1,1
1995,40,1,1
1995,39,1,1
1995,38,1,1
1995,37,1,-1
1995,36,1,1
1995,35,1,-1
1995,34,1,-1
1995,33,1,1
1995,32,1,-1
1995,31,1,1
1995,30,1,-1
1995,29,1,1
1995,28,1,1
1995,27,1,-1
1995,26,1,-1
1995,25,1,1
1995,24,1,-1
1995,23,1,1
1995,22,1,1
1995,21,1,1
1995,20,1,1
1995,19,1,1
1995,18,1,1
1995,17,1,1
1995,16,1,-1
1995,15,1,-1
1995,14,1,1
1995,13,1,-1
1995,12,1,-1
1995,11,1,1
1995,10,1,1
1995,9,1,1
1995,8,1,1
1995,7,1,-1
1995,6,1,1
1995,5,1,-1
1995,4,1,1
1995,3,1,1
1995,2,1,1
1995,1,1,-1
1994,52,1,1
1994,51,1,-1
1994,50,1,-1
1994,49,1,1
1994,48,1,-1
1994,47,1,1
1994,46,1,1
1994,45,1,1
1994,44,1,1
1994,43,1,-1
1994,42,1,1
1994,41,1,-1
1994,40,1,1
1994,39,1,-1
1994,38,1,-1
1994,37,1,-1
1994,36,1,-1
1994,35,1,-1
1994,34,1,-1
1994,33,1,1
1994,32,1,-1
1994,31,1,1
1994,30,1,1
1994,29,1,-1
1994,28,1,-1
1994,27,1,-1
1994,26,1,-1
1994,25,1,-1
1994,24,1,-1
1994,23,1,1
1994,22,1,1
1994,21,1,-1
1994,20,1,-1
1994,19,1,1
1994,18,1,1
1994,17,1,1
1994,16,1,1
1994,15,1,-1
1994,14,1,1
1994,13,1,-1
1994,12,1,1
1994,11,1,-1
1994,10,1,1
1994,9,1,-1
1994,8,1,1
1994,7,1,1
1994,6,1,1
1994,5,1,-1
1994,4,1,1
1994,3,1,1
1994,2,1,1
1994,1,1,-1
1993,52,1,1
1993,51,1,-1
1993,50,1,-1
1993,49,1,-1
1993,48,1,-1
1993,47,1,-1
1993,46,1,1
1993,45,1,-1
1993,44,1,1
1993,43,1,1
1993,42,1,-1
1993,41,1,1
1993,40,1,1
1993,39,1,1
1993,38,1,1
1993,37,1,-1
1993,36,1,-1
1993,35,1,1
1993,34,1,-1
1993,33,1,1
1993,32,1,1
1993,31,1,1
1993,30,1,1
1993,29,1,1
1993,28,1,-1
1993,27,1,-1
1993,26,1,1
1993,25,1,-1
1993,24,1,-1
1993,23,1,1
1993,22,1,1
1993,21,1,1
1993,20,1,-1
1993,19,1,-1
1993,18,1,1
1993,17,1,-1
1993,16,1,1
1993,15,1,1
1993,14,1,-1
1993,13,1,-1
1993,12,1,-1
1993,11,1,1
1993,10,1,-1
1993,9,1,-1
1993,8,1,-1
1993,7,1,1
1993,6,1,-1
1993,5,1,-1
1993,4,1,1
1993,3,1,1
1993,2,1,-1
1993,1,1,1
1992,52,1,1
1992,51,1,-1
1992,50,1,-1
1992,49,1,1
1992,48,1,-1
1992,47,1,-1
1992,46,1,1
1992,45,1,1
1992,44,1,1
1992,43,1,1
1992,42,1,1
1992,41,1,1
1992,40,1,1
1992,39,1,1
1992,38,1,1
1992,37,1,-1
1992,36,1,-1
1992,35,1,1
1992,34,1,-1
1992,33,1,-1
1992,32,1,1
1992,31,1,-1
1992,30,1,-1
1992,29,1,1
1992,28,1,-1
1992,27,1,-1
1992,26,1,1
1992,25,1,1
1992,24,1,-1
1992,23,1,-1
1992,22,1,1
1992,21,1,1
1992,20,1,-1
1992,19,1,1
1992,18,1,-1
1992,17,1,1
1992,16,1,-1
1992,15,1,-1
1992,14,1,1
1992,13,1,1
1992,12,1,-1
1992,11,1,1
1992,10,1,-1
1992,9,1,-1
1992,8,1,1
1992,7,1,1
1992,6,1,1
1992,5,1,1
1992,4,1,-1
1992,3,1,1
1992,2,1,-1
1992,1,1,-1
1991,52,1,1
1991,51,1,1
1991,50,1,1
1991,49,1,-1
1991,48,1,1
1991,47,1,1
1991,46,1,-1
1991,45,1,-1
1991,44,1,1
1991,43,1,-1
1991,42,1,1
1991,41,1,-1
1991,40,1,1
1991,39,1,-1
1991,38,1,1
1991,37,1,1
1991,36,1,1
1991,35,1,-1
1991,34,1,-1
1991,33,1,-1
1991,32,1,-1
1991,31,1,1
1991,30,1,1
1991,29,1,-1
1991,28,1,1
1991,27,1,-1
1991,26,1,1
1991,25,1,-1
1991,24,1,-1
1991,23,1,-1
1991,22,1,-1
1991,21,1,-1
1991,20,1,-1
1991,19,1,1
1991,18,1,1
1991,17,1,-1
1991,16,1,1
1991,15,1,-1
1991,14,1,1
1991,13,1,-1
1991,12,1,1
1991,11,1,-1
1991,10,1,1
1991,9,1,1
1991,8,1,1
1991,7,1,-1
1991,6,1,1
1991,5,1,-1
1991,4,1,1
1991,3,1,1
1991,2,1,-1
1991,1,1,1
1990,52,1,1
1990,51,1,-1
1990,50,1,1
1990,49,1,1
1990,48,1,-1
1990,47,1,1
1990,46,1,1
1990,45,1,1
1990,44,1,1
1990,43,1,1
1990,42,1,1
1990,41,1,1
1990,40,1,1
1990,39,1,1
1990,38,1,1
1990,37,1,1
1990,36,1,-1
1990,35,1,1
1990,34,1,-1
1990,33,1,-1
1990,32,1,1
1990,31,1,1
1990,30,1,-1
1990,29,1,-1
1990,28,1,-1
1990,27,1,-1
1990,26,1,-1
1990,25,1,-1
1990,24,1,-1
1990,23,1,-1
1990,22,1,-1
1990,21,1,-1
1990,20,1,-1
1990,19,1,-1
1990,18,1,1
1990,17,1,-1
1990,16,1,1
1990,15,1,-1
1990,14,1,-1
1990,13,1,-1
1990,12,1,-1
1990,11,1,1
1990,10,1,-1
1990,9,1,1
1990,8,1,1
1990,7,1,1
1990,6,1,1
1990,5,1,-1
1990,4,1,1
1990,3,1,1
1990,2,1,-1
1990,1,1,1
1989,52,1,1
1989,51,1,1
1989,50,1,-1
1989,49,1,1
1989,48,1,-1
1989,47,1,1
1989,46,1,1
1989,45,1,-1
1989,44,1,1
1989,43,1,-1
1989,42,1,1
1989,41,1,-1
1989,40,1,1
1989,39,1,-1
1989,38,1,1
1989,37,1,1
1989,36,1,-1
1989,35,1,-1
1989,34,1,-1
1989,33,1,-1
1989,32,1,1
1989,31,1,1
1989,30,1,-1
1989,29,1,-1
1989,28,1,1
1989,27,1,-1
1989,26,1,1
1989,25,1,-1
1989,24,1,-1
1989,23,1,1
1989,22,1,-1
1989,21,1,1
1989,20,1,1
1989,19,1,-1
1989,18,1,-1
1989,17,1,-1
1989,16,1,-1
1989,15,1,1
1989,14,1,1
1989,13,1,1
1989,12,1,1
1989,11,1,-1
1989,10,1,1
1989,9,1,-1
1989,8,1,1
1989,7,1,1
1989,6,1,1
1989,5,1,-1
1989,4,1,1
1989,3,1,-1
1989,2,1,1
1989,1,1,1
1988,52,1,-1
1988,51,1,1
1988,50,1,1
1988,49,1,-1
1988,48,1,-1
1988,47,1,1
1988,46,1,-1
1988,45,1,1
1988,44,1,1
1988,43,1,1
1988,42,1,-1
1988,41,1,-1
1988,40,1,1
1988,39,1,-1
1988,38,1,1
1988,37,1,1
1988,36,1,1
1988,35,1,1
1988,34,1,1
1988,33,1,1
1988,32,1,1
1988,31,1,1
1988,30,1,-1
1988,29,1,-1
1988,28,1,1
1988,27,1,-1
1988,26,1,-1
1988,25,1,-1
1988,24,1,-1
1988,23,1,1
1988,22,1,-1
1988,21,1,1
1988,20,1,-1
1988,19,1,-1
1988,18,1,-1
1988,17,1,1
1988,16,1,-1
1988,15,1,1
1988,14,1,-1
1988,13,1,-1
1988,12,1,1
1988,11,1,-1
1988,10,1,1
1988,9,1,1
1988,8,1,1
1988,7,1,-1
1988,6,1,1
1988,5,1,1
1988,4,1,1
1988,3,1,1
1988,2,1,1
1988,1,1,1
1987,52,1,1
1987,51,1,-1
1987,50,1,-1
1987,49,1,-1
1987,48,1,-1
1987,47,1,-1
1987,46,1,1
1987,45,1,-1
1987,44,1,-1
1987,43,1,1
1987,42,1,1
1987,41,1,1
1987,40,1,1
1987,39,1,-1
1987,38,1,1
1987,37,1,-1
1987,36,1,-1
1987,35,1,-1
1987,34,1,-1
1987,33,1,-1
1987,32,1,1
1987,31,1,-1
1987,30,1,-1
1987,29,1,1
1987,28,1,1
1987,27,1,-1
1987,26,1,-1
1987,25,1,-1
1987,24,1,-1
1987,23,1,-1
1987,22,1,1
1987,21,1,-1
1987,20,1,1
1987,19,1,1
1987,18,1,-1
1987,17,1,1
1987,16,1,1
1987,15,1,1
1987,14,1,-1
1987,13,1,1
1987,12,1,-1
1987,11,1,1
1987,10,1,1
1987,9,1,1
1987,8,1,1
1987,7,1,1
1987,6,1,1
1987,5,1,-1
1987,4,1,1
1987,3,1,1
1987,2,1,-1
1987,1,1,-1
1986,52,1,1
1986,51,1,1
1986,50,1,-1
1986,49,1,1
1986,48,1,-1
1986,47,1,1
1986,46,1,-1
1986,45,1,1
1986,44,1,-1
1986,43,1,1
1986,42,1,-1
1986,41,1,1
1986,40,1,1
1986,39,1,-1
1986,38,1,1
1986,37,1,-1
1986,36,1,1
1986,35,1,-1
1986,34,1,-1
1986,33,1,-1
1986,32,1,1
1986,31,1,-1
1986,30,1,-1
1986,29,1,-1
1986,28,1,1
1986,27,1,1
1986,26,1,-1
1986,25,1,-1
1986,24,1,1
1986,23,1,-1
1986,22,1,1
1986,21,1,-1
1986,20,1,1
1986,19,1,1
1986,18,1,-1
1986,17,1,1
1986,16,1,1
1986,15,1,-1
1986,14,1,1
1986,13,1,-1
1986,12,1,-1
1986,11,1,1
1986,10,1,-1
1986,9,1,-1
1986,8,1,1
1986,7,1,1
1986,6,1,-1
1986,5,1,1
1986,4,1,-1
1986,3,1,1
1986,2,1,1
1986,1,1,-1
1985,52,1,1
1985,51,1,-1
1985,50,1,1
1985,49,1,-1
1985,48,1,-1
1985,47,1,-1
1985,46,1,1
1985,45,1,1
1985,44,1,1
1985,43,1,-1
1985,42,1,1
1985,41,1,-1
1985,40,1,1
1985,39,1,1
1985,38,1,1
1985,37,1,-1
1985,36,1,1
1985,35,1,-1
1985,34,1,1
1985,33,1,-1
1985,32,1,-1
1985,31,1,1
1985,30,1,1
1985,29,1,-1
1985,28,1,1
1985,27,1,-1
1985,26,1,1
1985,25,1,-1
1985,24,1,-1
1985,23,1,1
1985,22,1,1
1985,21,1,-1
1985,20,1,-1
1985,19,1,1
1985,18,1,-1
1985,17,1,-1
1985,16,1,-1
1985,15,1,-1
1985,14,1,1
1985,13,1,-1
1985,12,1,-1
1985,11,1,-1
1985,10,1,-1
1985,9,1,1
1985,8,1,1
1985,7,1,1
1985,6,1,1
1985,5,1,1
1985,4,1,1
1985,3,1,1
1985,2,1,-1
1985,1,1,1
1984,52,1,1
1984,51,1,1
1984,50,1,-1
1984,49,1,1
1984,48,1,1
1984,47,1,1
1984,46,1,-1
1984,45,1,-1
1984,44,1,1
1984,43,1,-1
1984,42,1,1
1984,41,1,-1
1984,40,1,1
1984,39,1,1
1984,38,1,1
1984,37,1,-1
1984,36,1,1
1984,35,1,1
1984,34,1,-1
1984,33,1,1
1984,32,1,-1
1984,31,1,1
1984,30,1,1
1984,29,1,-1
1984,28,1,-1
1984,27,1,1
1984,26,1,-1
1984,25,1,1
1984,24,1,1
1984,23,1,-1
1984,22,1,-1
1984,21,1,1
1984,20,1,-1
1984,19,1,-1
1984,18,1,-1
1984,17,1,1
1984,16,1,1
1984,15,1,-1
1984,14,1,-1
1984,13,1,-1
1984,12,1,1
1984,11,1,1
1984,10,1,1
1984,9,1,1
1984,8,1,1
1984,7,1,1
1984,6,1,1
1984,5,1,1
1984,4,1,1
1984,3,1,1
1984,2,1,-1
1984,1,1,-1
1983,52,1,1
1983,51,1,1
1983,50,1,1
1983,49,1,-1
1983,48,1,1
1983,47,1,1
1983,46,1,1
1983,45,1,-1
1983,44,1,-1
1983,43,1,1
1983,42,1,1
1983,41,1,-1
1983,40,1,1
1983,39,1,1
1983,38,1,1
1983,37,1,-1
1983,36,1,1
1983,35,1,-1
1983,34,1,-1
1983,33,1,-1
1983,32,1,1
1983,31,1,1
1983,30,1,-1
1983,29,1,-1
1983,28,1,1
1983,27,1,1
1983,26,1,-1
1983,25,1,-1
1983,24,1,-1
1983,23,1,1
1983,22,1,1
1983,20,1,-1
1983,19,1,1
1983,17,1,-1
1983,15,1,-1
1983,14,1,-1
1983,13,1,1
1983,12,1,1
1983,11,1,1
1983,10,1,-1
1983,9,1,1
1983,8,1,-1
1983,7,1,-1
1983,6,1,-1
1983,5,1,1
1983,4,1,-1
1983,3,1,1
1983,2,1,-1
1983,1,1,1
1982,52,1,1
1982,51,1,1
1982,50,1,-1
1982,49,1,-1
1982,48,1,-1
1982,47,1,1
1982,46,1,-1
1982,45,1,1
1982,44,1,1
1982,43,1,1
1982,42,1,-1
1982,41,1,1
1982,40,1,1
1982,39,1,1
1982,38,1,1
1982,34,1,-1
1982,33,1,-1
